,Video Id,Title,Description,Category
2704,8JyZyQTrVdA,Did The Greeks Really Invent The Alphabet? - The Naked Archaeologist 102 - Who Invented the Alphabet,"Featuring amateur archaeologist, enthusiast and multi-award winning investigative filmmaker, Simcha Jacobovici, The Naked Archaeologist is an irreverent, ...",history
2705,G3Lq5ayd8Ac,8 Most Mysterious Recent Archaeological Discoveries,"From chambers beneath lavish temples, to cursed islands with labyrinths, here are 8 mysterious archaeological discoveries. Follow us on instagram!",history
2706,HeYm47vjfAU,A Medieval Blast Furnace | Time Team (Archaeology Documentary) | Timeline,A team of archaeologists have just three days to excavate the site of an Elizabethan blast furnace after finding clues in a test pit dug as part of Time Team Big Dig ...,history
2707,gydYHHfnLhE,History-Changing Archaeological Finds,"From hidden cities to mysterious mazes, these incredible archaeological finds changed everything. Some of them may sound familiar, some you may never have ...",history
2708,ZcwPOOjW06Y,12 Most Incredible Recent Archaeological Discoveries,We never cease to be surprised by the discoveries made by archaeologists all over the world. Not only are they capable of telling us new and remarkable things ...,history
2709,A6rdN1bYnN8,The Naked Archaeologist 311 | Queen Esther And Purim,"Determining if St. Paul was a Roman secret agent trying to infiltrate the Jesus movement. Ladies, if you're expecting Harrison Ford to run across your screen ...",history
2710,NWHVxvWWoug,12 Most Mysterious Archaeological Finds Scientists Still Can&#39;t Explain,"If you come across something you don't understand, the first thing you're likely to do is log onto the internet and see if there's any information there that can help ...",history
2711,NL1Hz6tyF7k,Mehrauli Archaeological Park #DelhiKaravan #artySORTS #MakeHeritageFun #GoUNESCO,"Tell a Tale Trail: A Heritage Walk through Mehrauli --------------- Venue: Mehrauli Archaeological Park Date: 25 June 2017 --------- Come, be a part of ...",history
2712,BwbZE3ENW7I,Archaeologists Made Some SHOCKING Discoveries In This Ancient Castle Prison!,From shackled skeletons to a miraculously recovered treasure hoard here are ten of the most amazing and shocking archaeological discoveries! Follow us on ...,history
2713,dp1j64l9fMM,18 Excellent Archaeological Facts,"This video may or may not be a pilot for my brand new channel, TopEighteenz. Simon's Social Media: Twitter: https://twitter.com/SimonWhistler Instagram: ...",history
2714,nX6dt4KRxCc,6 recent archaeological finds in Scotland that have stunned the World,"Subscribe NOW to The Lost History Channel TKTC   Channel Support: https://www.patreon.com/TheLostHistoryChannelTKTC Thanks for watching, Stay safe ...",history
2715,_by5R5DKVhE,12 Most Mysterious Archaeological Finds Scientists Still Can&#39;t Explain,"Archaeological discoveries are always interesting. Finding out more about the people and places that came before us will never be boring, and that's why the ...",history
2716,zcB1hxwK_aE,Mind blowing New archaeological Discovery 2019,top archaeological discovery of the year 2019. * Narrations belong to Blast World Mysteries * Edited and Animated by : Blast World Mysteries.,history
2717,lZHexiLpz04,12 Most Amazing Recent Archaeological Finds,"What have archaeologists been up to recently? Well, that's a good question, and you're in the right place to find out the answer! Archaeologists have been ...",history
2718,XY8yk-sPPG8,12 Most Mysterious Recent Archaeological Discoveries,"From the last meal of a prehistoric puppy to a mysterious sacrificial pit, here are 12 of the strangest archaeological discoveries! Follow us on instagram!",history
2719,LzqzmAaM56Q,John The Baptist Tomb Uncovered! - The Naked Archaeologist 110 - John the Baptist,"Featuring amateur archaeologist, enthusiast and multi-award winning investigative filmmaker, Simcha Jacobovici, The Naked Archaeologist is an irreverent, ...",history
2720,DjlsjnSim9k,A Dead Mall Walking: Paradise Valley Mall | Retail Archaeology,"In this episode of Retail Archaeology we take a look at Paradise Valley Mall, a dead mall that's days are numbered. Paradise Valley Mall will close on March 31, ...",history
2721,MdSDMCniL6c,इस विडियो को देखकर  चौंक जाएँगे || 10 Most Amazing Archaeological Discoveries From Ancient Rome,"RAHASYATvIndia From underground tunnels causing buildings to collapse, to a lost colosseum found, here are 10 amazing archaeological discoveries from ...",history
2722,OiL4QXjwEDA,"Utilising Archaeology for AFK GP! [Runescape 3] 2 Methods, both 10M+ Gp/hr","In this video I showcase and speak about 2 methods to make 10M+ Gp/hr currently using Archaeology. One is from a Relic unlock, the other is simply screening ...",history
2723,uL05yQj47sA,Did Judas Actually Betray Jesus? - The Naked Archaeologist 214 - Hanging with Judas,"Featuring amateur archaeologist, enthusiast and multi-award winning investigative filmmaker, Simcha Jacobovici, The Naked Archaeologist is an irreverent, ...",history
2724,m-HNqoJxdkw,"Sodom &amp; Gomorrah Location, New Archaeological Discoveries, Example of Coming Judgement, Rare Footage","Updated version of this video: https://youtu.be/GhTjEbNgTQM See a powerful video about the destruction of Sodom and Gomorrah, and witness amazing new ...",history
2725,iuqumwTKWUE,Mysterious Seafarers Of The Bible - The Naked Archaeologist 223 - Who Were the Danites?,"Featuring amateur archaeologist, enthusiast and multi-award winning investigative filmmaker, Simcha Jacobovici, The Naked Archaeologist is an irreverent, ...",history
2726,Gf9Hr-PExpQ,Why Does The Bible Tell You What To Wear? - The Naked Archaeologist 226 - Holy Threads,"Featuring amateur archaeologist, enthusiast and multi-award winning investigative filmmaker, Simcha Jacobovici, The Naked Archaeologist is an irreverent, ...",history
2727,SyTkHbyRcko,The Real Authors Of The Bible - The Naked Archaeologist 124 - Who Wrote the Bible?,"Featuring amateur archaeologist, enthusiast and multi-award winning investigative filmmaker, Simcha Jacobovici, The Naked Archaeologist is an irreverent, ...",history
2728,-18qzVt_t3g,Archaeological Mysteries by Albert Yu-Min Lin,"Modern technologies have given birth to a new “golden age” of exploration, allowing us to go further, digitally stripping away the vegetation, and peer into the ...",history
2729,9CJS3KNvz24,"పంచలోహ  విగ్రహాలు , కాకినాడ పురావస్తు శాఖలో ఉన్నాయని మీకు తెలుసా( kakinada Archaeology museum)",This is the video about kakinada archaeology museum #kakinada#archaeologymuseum#panchalohastatus#goldenquran.,history
2730,3nAm9KSTt68,Archaeology | Time Team | Scargill Durham | S16E02,"On to season 16 of Time Team. Please subscribe for more daily archaeology content like this. This channel does not own this content in any way, it is being ...",history
2731,aTgGF2zzZiA,12 Most Amazing Recent Archaeological Finds,"Artifacts are little pieces of our shared human history. They can come in any shape or size, and they can belong to any era, but they all have a story to tell.",history
2732,bsCN0Yx2Vbs,The most overused game graphic you never noticed | Texture Archaeology,"The exact same brick texture is in dozens of Nintendo 64 and PlayStation games. From Super Mario 64, Banjo-Kazooie, and Final Fantasy 7, to Turok, Conker, ...",history
2733,Xk8Z7wqSrwg,Who Really Wrote The Bible? | Naked Archaeologist | Parable,"Tradition upholds that God dictated the first five books of the Bible to Moses. The Bible says millions of people witnessed this event, but what can archaeology ...",history
2734,ZbAEBbMcEPY,9 Most Incredible Archaeological Sites Discovered,"From statues left behind by a lost people to the legendary city visited by marco polo, here are 9 incredible archaeological sites. Follow us on instagram!",history
2735,O5_E6DBGDUQ,12 Most Unexpected Archaeological Finds And Discoveries,"While we can credit archaeologists with the majority of the world's greatest historical discoveries, they don't deserve all of the credit. Sometimes, fantastic ...",history
2736,x33j9GCiUU0,விடை தெரியாத கண்டுபிடிப்புகள் || Four amazing Archaeological Discoveries ||Tamil Galatta News,tamilgalattanews #archaeologicaldiscoveries This Video about Four amazing Archaeological Discoveries in the world in Tamil Thanks for Watching.,history
2737,UGITyv799qw,15 Archaeological Discoveries That Are Simply Amazing,"The world is full of mysteries, hidden out of sight, just waiting to be discovered! In fact, there are so many mysterious archaeological marvels buried beneath the ...",history
2738,zv2CAkyJgzg,The Holiest Color - The Naked Archaeologist 112 - Return of the Hillazon,"Featuring amateur archaeologist, enthusiast and multi-award winning investigative filmmaker, Simcha Jacobovici, The Naked Archaeologist is an irreverent, ...",history
2739,mxB31OK5Hh4,Stolen Jewish Treasure Uncovered! - The Naked Archaeologist 204 - Chasing the Temple Booty Part 1,"Featuring amateur archaeologist, enthusiast and multi-award winning investigative filmmaker, Simcha Jacobovici, The Naked Archaeologist is an irreverent, ...",history
2740,ZO702olP8Wg,10 Mind-blowing Recent Archaeological Discoveries!,"From a lost stonehenge in Spain to strange spheres, here are 10 mindblowing recent archaeological discoveries. Follow us on instagram!",history
2741,IIUhruBoaAQ,Sutton Hoo - The Archaeology Behind Netflix&#39;s The Dig | Dig it With Raven,"The new Netflix film The Dig tells the story of Basil Brown and Edith Pretty as they work to uncover what has been called ""the greatest single discovery in the ...",history
2742,MPf6evug4Nw,"Archaeologists unveil ancient Luxor tomb, open closed coffin for first time",A previously unopened sarcophagus was opened for the first time on Saturday (November 24) as two Egyptian discoveries were unveiled in Luxor's west bank.,history
2743,q6Wo6rHTT1Y,Good Intentions/Bad Archaeology: The Uses &amp; Abuses of Canadian Archaeology Against Indigenous People,"Third Shannon Lecture 2018 at Carleton University, by Dr. Kisha Supernant, University of Alberta. In the lands currently called Canada, archaeology is often ...",history
2744,xaFjI4uXTy0,10 Archaeological Discoveries That Could Rewrite History!,"From a Roman sculpture found in Mexico to who really built the great pyramids of Egypt, here are 10 archaeological discoveries that could rewrite history. Follow ...",history
2745,GtiTLleu92w,Buying A Compass for Archaeology,You need a good compass for archaeological survey and mapping. Both the Suunto MC-2 and the Silva Ranger cost between about 50 and 60 dollars. I know ...,history
2746,Kf1A8Ukk5Us,Pepsi commercial - Archaeology,"A title presents 'Earth, sometime in the future.' An archaeologist is guiding students through a cave tour, identifying artefacts as they go. He identifies a ball and ...",history
2747,bTNHcG10jT0,Mesa Riverview: What A Waste Of Space! | Retail Archaeology,"In this episode we take a look at Mesa Riverview, a very large shopping center that is a huge waste of space. Chapters: 0:00 Intro 4:38 A Quick Drive 6:38 The ...",history
2748,zGSKHBaWz6o,The Holiest Color - The Naked Archaeologist 111 - True Blue,"Featuring amateur archaeologist, enthusiast and multi-award winning investigative filmmaker, Simcha Jacobovici, The Naked Archaeologist is an irreverent, ...",history
2749,bRi7qzNK3Tc,How Archaeologists Found The Lost City of Troy | Lost Worlds | Timeline,"Lost Worlds investigates the very latest archaeological finds at three remote and hugely significant sites - Angkor Wat, Troy and Persepolis. Lost Worlds travels to ...",history
2750,PA5MCi4yQRo,9 Most Incredible Recent Archaeological Discoveries,"From the oldest dog in the Americas to what happened to the people who built Stonehenge, here are 9 incredible archaeological discoveries. Follow us on ...",history
2751,ZNc-hyIRrCs,The Tower of Babel: Biblical Archaeology,Did the Tower of Babel exist or was it just a myth made up by Jewish authors centuries later? Don't forget to help us create more videos! We need your support: ...,history
2752,-lFhCquI9Ig,Recent Mysterious Archaeological Discoveries Crazy Discoveries part 18,Recent Mysterious Archaeological Discoveries Crazy Discoveries part 18. * Second Channel ...,history
2753,7TtR8tU23rU,Archaeologists find incredible artifact buried at ancient city | Nine News Australia,"Archaeologists have made a stunning discovery, that questions everything we've ever known about the ancient buried city of Pompeii, in southern Italy. They've ...",history
2754,yCnmlA_yhx4,10 Creepiest Recent Archaeological Discoveries,"From a legendary Mexican death mask to a disturbing Chinese epitaph that tells a horrifying story of betrayal, here are ten of the creepiest archaeological finds!",history
2755,4b2sKb_AlKY,Summer Scholarship Interviews - Archaeology 2/2,One of the things we're most proud of is our summer scholarship program - join us as we interview the applicants who are currently working on a Ph.D. related to ...,history
2756,NaVOgpv0YKk,12 Most Mysterious Archaeological Finds Scientists Still Can&#39;t Explain,"In this video, you're about to see a series of compelling archaeological mysteries. They're discoveries that have been made and studied but haven't yet been ...",history
2757,3kriNh96e-s,Why Are There Human Bones In This Scottish Castle? | Extreme Archaeology | Absolute History,"The team travel to Culzean Castle in Scotland, built on a headland the castle stand over a series of caves whose occupation and use remains unclear. The team ...",history
2758,kjZ07n4AeH0,10 Most Amazing Recent Archaeological Discoveries!,"From a missing relic from the great pyramid to an ancient whale skeleton, here are 10 amazing recent archaeological discoveries!! Follow us on instagram!",history
2759,bB59Byju_5c,Archaeologists Find a Stone Quarry from the Time of Jesus in Nazareth,"In the miracle of Jesus turning water into wine, why were the six jars made of stone and how is it related to the purification laws of the Jews? Find out the ...",history
2760,fw1SgFxTg3s,10 Most Incredible Archaeological Discoveries Found On Islands,"From an entire palace complex to a mysterious labyrinth, here are 10 incredible archaeological discoveries found on islands. Follow us on instagram!",history
2761,kwyaJesGoBk,10 Pyramid Discoveries That SCARED Archaeologists,"The pyramid discoveries of Egypt contain some of the most amazing archaeological discoveries ever made. As an archaeologist, it is sometimes difficult to make ...",history
2762,2t8YAudAM7U,Weird and Unexplained Archaeological Discoveries,"Merry Christmas, you filthy animals. Here are some facts from the fact boy. →Subscribe for new videos every day!",history
2763,ECjUPrcEICM,Trams to Newhaven Archaeology Vlog #2,"The Trams to Newhaven team are back with John Lawson on the excavation of the graveyard at South Leith Parish Church. This week, John gives us an update ...",history
2764,J-7jcnvG3Fw,"Egypt unveils 3,000-year old coffins in latest archaeological discovery","Egypt has unveiled a significant new archaeological discovery at the Saqqara necropolis south of Cairo, including 54 wooden coffins, many of which can be ...",history
2765,PnIoffCCyBI,Chavin (Archaeological Site) (UNESCO/NHK),The archaeological site of Chavin gave its name to the culture that developed between 1500 and 300 B.C. in this high valley of the Peruvian Andes. This former ...,history
2766,rNafX1cFDYk,The Naked Archaeologist 303 | Biblical Beauty Secrets,"How important looking and smelling good was in Biblical days. Ladies, if you're expecting Harrison Ford to run across your screen wearing nothing but a fedora ...",history
2767,UeQvlwt1Za8,American Pickers Antique Archaeology Store Le Claire Iowa,American Pickers Antique Archaeology Store Le Claire Iowa. We visited Antique Archaeology on a quick trip to visit some friends near Le Claire Iowa.,history
2768,OmYBhqPeI7M,What Was Hidden In This 2000 Year Old Safe That SURVIVED A Volcanic Eruption!?,"From destroyed German swords to a lost city of the pharaohs just discovered in Egypt, here are ten of the most incredible recent discoveries! Follow us on ...",history
2769,K-5kH0NBRGA,Archaeology: Sefer Haggai - Nachliel Selavan,This video is part of the Sefer Study series. This is an analysis of the Archaeology of the Sefer by Nachliel Selavan MA. Ed (www.museumtours.co.il) - more info ...,history
2770,KuMRk-arGAk,Forensic Archaeology and Anthropology: Introduction to Creating an Osteological Profile,This video series is part of a free online course “Introduction to Forensic Archaeology and Anthropology” provided by Durham University in conjunction with ...,history
2771,AdATM_nPhR4,What Really Happened At Masada? - The Naked Archaeologist 119 - Masada,"Featuring amateur archaeologist, enthusiast and multi-award winning investigative filmmaker, Simcha Jacobovici, The Naked Archaeologist is an irreverent, ...",history
2772,ujAscyoOYnM,12 Most Incredible Archaeological Finds That Change History,"The story of human history isn't set in stone. Unless we're talking about the history of the past one hundred years, nobody was there in person. We can't rely on ...",history
2773,mzqPOXuW67A,9 Most Amazing Archaeological Treasure Discoveries,"From rare viking rings found with a metal detector to lost stolen Aztec gold, here are 9 incredible archaeological treasure discoveries. Follow us on instagram!",history
2774,gdW4IinVl9A,PG in Archaeology Or Anthropology ? | Which Is Best | Anthropology in Tamil | V S Vigneshwari,AnthropologyinTamil Social Media Links : FaceBook Page : https://www.facebook.com/AnthropologyinTamil Linkedin ...,history
2775,ohrfRBUXxE4,Biblical Deodorant In Petra?  - The Naked Archaeologist 203 - A Nabatean by Any Other Name,"Featuring amateur archaeologist, enthusiast and multi-award winning investigative filmmaker, Simcha Jacobovici, The Naked Archaeologist is an irreverent, ...",history
2776,iPYkoKyRfKw,Archaeological Evidence for the Early Date of the Exodus (Part One): Digging for Truth Episode 43,"Dr. Scott Stripling joins us in the studio as we discuss archaeological evidence related to the date of the Exodus, ca. 1446 BC. Topics includes: Sinai 375a, ...",history
2777,n3wlhnmNW1o,10 CREEPIEST Recent Archaeological Discoveries,From the hand of a saint to a brain thousands of years old here are 10 of the creepiest recent archaeological discoveries Follow us on instagram!,history
2778,pvN6CZO-EK0,The Archaeology of a Civil War Naval Battlefield #archaeology #shipwreck #diving #civilwar,"Join us for the next installment of FPAN's ""Zoom into Archaeology"" series with SEARCH, Inc. Maritime Principal Investigator Kyle Lent! Over a period of ...",history
2779,h75cGL4LjDA,NEW DEAD SEA SCROLLS! (With an Israel Archaeology Insider),"We've got new Dead Sea Scrolls, and Dr. John Monson (who is super-connected with the whole world of Biblical Archaeology) is here to give us the insider read ...",history
2780,_iTUjk2xy-Y,Biltmore Fashion Park: Is It A Luxury Dead Mall? | Retail Archaeology,"Biltmore Fashion Park: A Dying Luxury Mall In this episode of Retail Archaeology we take a look at Biltmore Fashion Park in Phoenix, AZ. This place may be a ...",history
2781,e8bfnz-tOzM,5 Most Incredible Recent &amp; Mysterious Archaeological Discoveries That Surprised Scientists,"5 most incredible recent & mysterious archaeological discoveries that surprised scientists. Today, we take a look at these interesting archaeological discoveries.",history
2782,3HTqRfQ7P6w,Unsolved Archaeological Mysteries That Will Leave You Scratching Your Head,Archeology can be pretty scary sometimes. What kind of mysteries lie between our time and ancient times ? In this video I analyze the amazing tunnels and ...,history
2783,b9AZyhxx_lI,Chasing History: Archaeologist Identifying Pre-Historic Native American Sites w/ Archaeo David Dean,"in this episode Chase & Archaeologist David Dean explore some Native American sites on Boone Lake, TN as a part of an archaeological site survey David is ...",history
2784,Ctj9kE1swlI,12 Most Amazing Archaeological And Paleontological Finds,"Not every archaeological find is interesting, but when they are, they're fantastic. They provoke a sense of wonder, and they can reveal new information about ...",history
2785,3-3sB1dlCpY,10 Mysterious Recently Discovered Archaeological Treasures,"From a pirate ship laden with coins and gold, to an ancient burial site with hundreds of pieces of jewelry and weapons here are 10 amazing recently discovered ...",history
2786,qEyLAmeSN8Y,"Archaeologists find 5,000-year-old giants in Shandong, China","Giants believed to be from 5000 years ago have been discovered in China's Shandong, with some as tall as 1.9 meters.",history
2787,WCJjan8CWLo,CART Archaeology 2020,"As part of the Council for British Archaeology (CBA) Digital Archaeology Festival 2020, this video highlights some of CART's archaeological projects.",history
2788,cVJPofrweE4,12 Most Incredible Archaeological Artifacts,An artefact is something that can tell us about our ancestors. An incredible artefact is something that goes beyond that. The best artefacts not only give us ...,history
2789,rOnt0S6EQ34,Tony Robinson hosts Archaeologist&#39;s Question Time | DigNation &#39;18,This panel discussion originally aired at DigNation 18 - the archaeology festival in honour of Mick Aston. DigNation 20 tickets are now on sale: ...,history
2790,EdqIlZzD7oc,Metrocenter Mall: A Dead Mall Eulogy | Retail Archaeology,Metrocenter Mall: A Dead Mall Eulogy: In this episode of Retail Archaeology we return to Metrocenter Mall for the first time since its closure. -=Social Media=- ...,history
2791,6k6QAGjquH8,Archaeologists Unearth Oddly Shaped Bronze Vessel at Sanxingdui,"Video on Demand: www.cctvplus.com If you are in demand of this video footage, please contact with our business development team via email: ...",history
2792,mSwjNtMj7rA,Biblical Incest?! - The Naked Archaeologist 211 - The Story of Lot and His Daughters,"Featuring amateur archaeologist, enthusiast and multi-award winning investigative filmmaker, Simcha Jacobovici, The Naked Archaeologist is an irreverent, ...",history
2793,--YesjmJokE,10 Creepiest &amp; Mysterious Archaeological Discoveries!,"From skull masks made from warriors to the remains of a Slavic god pulled out of a river, here are ten of the creepiest and most mysterious discoveries! Follow us ...",history
2794,IQBte0rQlH4,5 Scary Archaeology Objects Found on Earth!,Objects of the past can be a window into how the world once was- the closest we'll ever get to time travel. But sometimes the things that archaeologists have ...,history
2795,P2DgqviYZ38,4:2 Amara Thornton - &#39;Caribbean Collections Histories: Archaeology and Empire&#39;,"Dr Amara Thornton (Honorary Research Associate, UCL Institute of Archaeology) Amara Thornton is an Honorary Research Associate at the UCL Institute of ...",history
2796,uNJgTiEg9U0,A Talking Donkey In The Bible? - The Naked Archaeologist 225 - Bilaam the Story of a Talking Donkey,"Featuring amateur archaeologist, enthusiast and multi-award winning investigative filmmaker, Simcha Jacobovici, The Naked Archaeologist is an irreverent, ...",history
2797,fq70UHD8DrM,25 Most Amazing Ancient Ruins of the World,"The world is home to a plethora of fascinating ancient ruins, from crumbling cities to temples that have withstood the test of time. Many of these ancient societies ...",history
2798,k1MAAEz3jwY,Jesus&#39;s BFFs - The Naked Archaeologist 222 - The Beloved Disciple,"Featuring amateur archaeologist, enthusiast and multi-award winning investigative filmmaker, Simcha Jacobovici, The Naked Archaeologist is an irreverent, ...",history
2799,91KZw0MHcv0,The Unique Bronze Age Mines Found In Wales | Extreme Archaeology | Absolute History,The team travels to Parys Mountain on the island of Anglesey. They investigate if a connection between two bronze aged copper mines can be found.,history
2800,dELPcg5EGH0,The study of archaeology,"A new series on archaeology by second year student Ellen. This weeks presentation concentrates on the study of archaeology, covering research and survey ...",history
2801,-1GUuO3P8YM,Dinosaur Park: Archaeologist - Jurassic Dig (12 Dino Skeletons) | Eftsei Gaming,"12 Dinosaurs: T-Rex, Leptoceratops, Archaeopteryx, Lambeosaurus, Stegoceras, Parasaurolophus, Diplodocus, Raptor, Therizinosaurus, Triceratops, ...",history
2802,D-FnZQohqvc,12 Most Mysterious And Incredible Archaeological Artifacts,"For copyright matters, advertising and other questions, please contact us at: lightningtopchannel@gmail.com Subscribe ▻ https://bit.ly/2knsQP7 No matter how ...",history
2803,9HpU1Ii6t18,5 Most Incredible &amp; Mysterious Archaeological Finds That Surprised Scientists,"5 most incredible & mysterious archaeological finds that surprised scientists. Today, we take a look at these 5 most incredible & mysterious finds that surprised ...",history
2804,J2sQDj-vuvI,11 Scariest Most Bizarre Archaeological Discoveries,From a mysterious ancient murder to an entire house built from bones – here are 11 of the scariest and most bizarre archaeological discoveries! Follow us on ...,history
2805,LAMzD_v3_20,Archaeologists in Mexico find first Mayan slave ship,Archaeologists in Mexico have discovered a Mayan slave ship. It is the first time that this kind of ship has been found. Scientists say the wreck is believed to date ...,history
2806,qlHncP0XRBo,"Being and becoming an archaeologist in Oaxaca, Mexico","The First Mexico-Cambodia Colloquium of Archeology and Restoration Being and becoming an archaeologist in Oaxaca, Mexico Dr. Nelly Robles, former ...",history
2807,k5eRvjzeX4w,10 Amazing Archaeological Discoveries About To Disappear Forever!,"From Roman villas sinking to entire Nubian pyramids, here are ten amazing archaeological discoveries about to disappear forever! Follow us on instagram!",history
2808,8RLWgqwCBZc,Baffling Ancient Mysteries DOCUMENTARY 2021 Discoveries That No One Can Fully Explain,How Can we explain these discoveries? They prove the ancient knew about technology that we were told they knew nothing about! While the modern world has ...,history
2809,00BM__GpQxo,Prescott Gateway Mall: A Dead Mall Gets Worse | Retail Archaeology,"In this episode we take a fresh look at Prescott Gateway Mall, a dead mall in Prescott, AZ. Intro created Pascal Schnyder -=Social Media=- Twitter: ...",history
2810,bvoDr1v55K4,Archaeology |Time Team | Knockdhu Antrim Ireland | S16E03,On to season 16 of Time Team. I wish I had this in better quality but I do not sadly. Please subscribe for more daily archaeology content like this. This channel ...,history
2811,gK8W2PYUevo,12 Most Incredible Recent Archaeological Finds,"For copyright matters, advertising and other questions, please contact us at: lightningtopchannel@gmail.com Subscribe ▻ https://bit.ly/2knsQP7 What have the ...",history
2812,zcLNS3dG1vk,Jerma Streams - The Archaeology Stream,"Jerma archived The Archaeology Stream (The original title of this stream was ""The Wonders of Archaeology"", and was originally streamed/recorded on March ...",history
2813,Tlf4go5IGko,"&#39;Stone Garden: Resilient Living, An Archaeology of the Future&#39; by Lina Ghotmeh - Architecture","A videographic walkthrough of Lina Ghotmeh - Architecture's exhibit of Stone Housing, Beirut, titled 'Stone Garden: Resilient Living, An Archaeology of the ...",history
2814,ZnGAbItjr2I,Christian Archaeologist Jonathan Gray Proves 7 Biblical Events Actually Took Place,"Christian Archaeologist Jonathan Gray Proves 7 Biblical Events Actually Took Place: Noah's Ark, Sodom and sulphur balls, Crucifixion site, Joseph's silos, ...",history
2815,ZY7F1Ncbrfc,#neanderthals #archaeology #ancientrome Archaeologists discover remains of 9 Neanderthals near Rome,Welcome Our Channel TechScien Latest Breaking News And More Interesting Science Related Videoes Uploaded//Suggestion Ma Dear Peoples And Friends ...,history
2816,y6HiWaAh3kY,12 Most Recent Archaeological Discoveries That Really Exist,"For copyright matters, advertising and other questions, please contact us at: lightningtopchannel@gmail.com Subscribe ▻ https://bit.ly/2knsQP7 Working in ...",history
2817,KTjRKqBeFiU,Archaeological Discoveries That Left Scientists Confused #shorts by Unknown Facts,Archaeological Discoveries That Left Scientists Confused #unknownfacts #shorts #youtubeshorts #unknown #facts #fact.,history
2818,nHgz7z7e69w,ARK SURVIVAL EVOLVED HOW TO UNLOCK ARTIFACT ARCHAEOLOGIST TROPHY(BEST/EASY METHOD),"Hey lads, hope you enjoyed the video. Make sure to leave any feedback in the comments on what you would like to see. Feel free to like and dislike and make ...",history
2819,dSis3IV2XWc,10 Strangest Archaeological Artifacts Discovered,"From skulls found inside skulls, to mysterious intricately carved figurines, here are 10 of the strangest archaeological artifacts discovered! Follow us on ...",history
2820,bPMgv_SZA7E,12 Most Incredible Archaeological Discoveries That Really Exist,"For copyright matters, advertising and other questions, please contact us at: lightningtopchannel@gmail.com Subscribe ▻ https://bit.ly/2knsQP7 Archaeologists ...",history
2821,qx-Ri0ax6Nc,10 Most Bizarre Recent Archaeological Finds!,From mysterious Egyptian light bulb technology to a confusing Roman board game found in Norway – here are 10 of the strangest and most mysterious ...,history
2822,qb16uXrhfRI,Archaeology Abridged with Martin Carver: &quot;Discovering Sutton Hoo&quot;,Sutton Hoo in Eastern England is a famous archaeological site – but one that never sits still; it changes with the years. Rediscovered in 1938 by Basil Brown and ...,history
2823,E4i5dCIKalY,UNDERWATER Discoveries That Show HUGE ADVANCED Ancient Cities Existed On The Ocean Floor,"Underwater #discoveries are, by their very nature, baffling to behold and whilst some of these cities are known to #history others are #mysterious and ...",history
2824,oxoNwCbDJP8,&quot;Introduction to Archaeology &amp; Epigraphy&quot; -Lesson 5,பாறை ஓவியங்கள் திரு.அருண் ராஜா தொல்லியலாளர் மற்றும் பாறை ஓவிய ஆர்வலர்.,history
2825,sQQ5a4GIhto,Archaeological Remains from the Temple Mount,What are the archaeological remains from the biblical Temple in Jerusalem? When exactly was the First Temple built? Was there idol worship in the First Temple ...,history
2826,j4-thTxse74,Talking Turpentine: The Naval Industry in North Florida #archaeology #history #turpentine,"Join us for the next installment of FPAN's ""Zoom into Archaeology"" series: ""Talking Turpentine: The Naval Industry in North Florida"" by FPAN North Central and ...",history
2827,jhtAVQlUniU,Archaeology | Time Team | High Worsall North Yorkshire | Medieval Village | S05E08,"Season 5 Episode 8 of Time Team Please subscribe for more daily archaeology content like this This channel does not own this content in any way, it is being ...",history
2828,O7rE5Sy5Z1I,10 Most Amazing Recent Archaeological Discoveries!,"From incredible discoveries of Viking artifacts to mass graves you won't believe! Plus, new finds from the site of the asteroid that killed the dinosaurs! Here are ...",history
2829,KYOlry5vqeg,Get Ready for Archaeology Camp!,Deadwood History Education Director Amanda Brown talks about the Archaeology Camp. The Summer Camp Series kicks off with Archaeology Camp where ...,history
2830,CK-gHmuUwTM,12 Most Incredible Archaeological Discoveries That Really Exist,"For copyright matters, advertising and other questions, please contact us at: lightningtopchannel@gmail.com Subscribe ▻ https://bit.ly/2knsQP7 Most ...",history
2831,ORV4kYa8J18,Sears: Come See The Deader Side of Sears | Retail Archaeology,"A video tour and mini documentary about the dying retail store Sears. Footage was filmed in Mesa, AZ on 11/30/2016. Twitter: @Ret_Archaeology Instagram: ...",history
2832,S_gXV3N9DUs,12 Most Mysterious Artifacts Finds Scientists Still Can&#39;t Explain,"The world would be a very boring place if we understood everything we ever saw - so we're glad that isn't the case! Life is made more exciting by mysteries, and ...",history
2833,2roz82mkXYY,12 Most Amazing Archaeological Finds Scientists Still Can&#39;t Explain,"All over the world, the civilizations who came before us have left clues about who they were, how they lived, and what they believed in. Most of the time, experts ...",history
2834,xD8MxOt4vJI,Paul Lindberg - Geologic Features of Archaeological Sites in Northern Arizona &amp; the Colorado Plateau,"Originally presented on September 17, 2013 for the Verde Valley Archaeology Center in Camp Verde, Arizona. This talk covers the complex geologic structural ...",history
2835,GhTjEbNgTQM,"Sodom &amp; Gomorrah Location, New Archaeological Discoveries, Example of Coming Judgement, Abraham, Lot","See a powerful video about the destruction of Sodom and Gomorrah, and witness amazing new discoveries that confirm their existence and location. God chose ...",history
